id;DS100;name;VERKEHR;longitude;latitude
8000001;KA;Aachen Hbf;FV;6.091499;50.7678
8070704;KASZ;Aachen Schanz;RV;6.07384;50.769862
8000404;KAW;Aachen West;RV;6.070715;50.78036
8000406;KAREP;Aachen-Rothe Erde;RV;6.116475;50.770202
8000002;TA;Aalen;FV;10.096271;48.841013
8007826;KAB;Abenden;nur DPN;6.476459;50.671085
8000410;MABG;Abensberg;nur DPN;11.84662;48.819456
8000412;RAH;Achern;RV;8.065324;48.63399
8007001;RAHS;Achern Stadt;nur DPN;8.067706;48.625736
8000413;HACH;Achim;RV;9.030447;53.01599
8007291;RAK;Achkarren;nur DPN;7.60787;48.060088
8000414;HAMR;Achmer;nur DPN;7.94216;52.390479
8000416;AACW;Achterwehr;RV;9.964024;54.314913
8000418;HADB;Adelebsen;nur DPN;9.760044;51.57769
8000419;MAD;Adelschlag;RV;11.211443;48.840759
8000420;NADM;Adelsdorf(Mittelfr);RV;10.687041;49.474944
8000423;RADN;Adelsheim Nord;RV;9.392754;49.42149
8000424;TAD;Adelsheim Ost;RV;9.395127;49.403123
8011002;DADO;Adorf(Erzgeb);nur DPN;12.873666;50.76385
8010001;DAD;Adorf(Vogtl);nur DPN;12.260789;50.323926
8000431;TAF;Affaltrach;RV;9.379012;49.137832
8000433;MAGD;Agatharied;nur DPN;11.824472;47.765606
8000434;AABG;Agathenburg;RV;9.531244;53.564111
8007445;RAG;Aglasterhausen;RV;8.990838;49.350097
8000436;RA;Aha;RV;8.134349;47.833224
8000437;EAHS;Ahaus;RV;7.016453;52.081681
8079084;WABG;Ahlbeck Grenze;nur DPN;14.215549;53.921966
8087025;WABO;Ahlbeck Ostseetherme;nur DPN;14.177287;53.944426
8000441;EAHL;Ahlen(Westf);RV;7.895488;51.761062
8000442;HAHO;Ahlhorn;nur DPN;8.209429;52.899321
8000443;HALT;Ahlten;RV;9.904613;52.376062
8000457;FATC;Ahnatal Casselbreite;RV;9.434061;51.36286
8002675;FHEH;Ahnatal-Heckershausen;RV;9.422727;51.362991
8006286;FWEI;Ahnatal-Weimar;RV;9.391588;51.363629
8001209;KBRU;Ahrbrück;RV;6.972391;50.489679
8000446;AAHR;Ahrensburg;RV;10.236206;53.669171
8000480;AAHG;Ahrensburg-Gartenholz;RV;10.251786;53.688482
8011003;BAHR;Ahrensfelde;RV;13.565154;52.571375
8011004;BAFR;Ahrensfelde Friedhof;nur DPN;13.573316;52.580882
8011005;BAFN;Ahrensfelde Nord;nur DPN;13.581985;52.590685
8000448;KAH;Ahrweiler;RV;7.107071;50.546544
8000449;KAHM;Ahrweiler Markt;RV;7.094229;50.544228
8000451;MAIC;Aich(Niederbay);RV;12.398163;48.417315
8000452;MAI;Aichach;nur DPN;11.122721;48.461117
8000454;TAI;Aichstetten;RV;10.07494;47.887884
8072132;MAID;Aindorf;nur DPN;12.357742;47.987042
8000459;MAIN;Ainring;FV;12.964501;47.815033
8000463;RAL;Albbruck;RV;8.131774;47.592235
8000464;AAL;Albersdorf;nur DPN;9.292151;54.14632
8000466;RAR;Albersweiler(Pfalz);RV;8.024464;49.21847
8000468;FAG;Albig;RV;8.116579;49.771375
8070252;FALH;Albisheim(Pfrimm);RV;8.096752;49.644776
8017000;LALB;Albrechtshaus;nur DPN;10.929267;51.642173
8080040;BAS;Albrechtshof;RV;13.128917;52.549396
8000471;FALS;Albshausen;nur DPN;8.434869;50.545716
8070096;RAM;Albsheim(Eis);RV;8.178998;49.580683
8000473;TAE;Albstadt-Ebingen;RV;9.026962;48.21029
8079089;TAEW;Albstadt-Ebingen West;nur DPN;8.996926;48.211507
8000474;TALO;Albstadt-Laufen Ort;nur DPN;8.917316;48.222859
8000475;TALT;Albstadt-Lautlingen;nur DPN;8.95462;48.213638
8000477;KALK;Aldekerk;nur DPN;6.412542;51.435759
8000481;TALD;Aldingen(b Spaichingen);RV;8.713033;48.095845
8000482;MALH;Aletshausen;RV;10.383631;48.201313
8017001;LAX;Alexisbad;nur DPN;11.115311;51.648132
8000483;HALF;Alfeld(Leine);FV;9.817779;51.981417
8000495;KALI;Alfter-Impekoven;RV;7.019831;50.711016
8006516;KWIS;Alfter-Witterschlick;RV;7.026083;50.689698
8000488;HALG;Algermissen;RV;9.966472;52.25188
8000489;HALI;Aligse;RV;9.979349;52.403462
8000492;FADD;Allendorf(Dillkr);nur DPN;8.185486;50.743811
8000496;RAB;Allensbach;RV;9.068852;47.714464
8000498;NALB;Allersberg(Rothsee);RV;11.212573;49.262131
8000499;TALL;Allmendingen;RV;9.722382;48.327734
8000500;KALP;Alpen;nur DPN;6.518161;51.583295
8000501;RALP;Alpirsbach;nur DPN;8.398251;48.343809
8000510;KADP;Alsdorf Poststraße;RV;6.197075;50.855749
8007078;EGNP;Alsdorf(Westerw);nur DPN;7.890486;50.78089
8000502;KADA;Alsdorf-Annapark;RV;6.156661;50.870517
8000507;KADB;Alsdorf-Busch;RV;6.140586;50.876588
8000521;KKEL;Alsdorf-Kellersberg;RV;6.167354;50.867527
8000527;KMAD;Alsdorf-Mariadorf;RV;6.188454;50.861978
8000505;SAZ;Alsenz;RV;7.817189;49.727495
8000350;FAFD;Alsfeld(Oberhess);nur DPN;9.264297;50.750962
8000506;FAHM;Alsheim;RV;8.342462;49.765528
8011011;WAHU;Alt Hüttendorf;nur DPN;13.783574;52.957591
8011014;BARO;Alt Rosenthal;nur DPN;14.278627;52.550403
8000508;TACH;Altbach;RV;9.382384;48.720393
8011016;BAD;Altdöbern;RV;14.009236;51.65278
8000504;NADW;Altdorf West;RV;11.341467;49.391146
8000509;NAD;Altdorf(b Nürnberg);RV;11.35353;49.390006
8026354;MAF;Altdorf(Niederbay);nur DPN;12.102813;48.554979
8000511;NAVE;Alte Veste;RV;10.972363;49.454322
8011017;WAF;Altefähr;RV;13.14101;54.322927
8000513;EALN;Altena(Westf);nur DPN;7.668808;51.301981
8000514;KALT;Altenahr;RV;6.989707;50.515652
8000515;MALT;Altenau(Bay);RV;11.017375;47.648365
8011018;LALT;Altenbach;RV;12.682324;51.355868
8000517;SAB;Altenbamberg;RV;7.830745;49.786857
8000004;HA;Altenbeken;FV;8.943319;51.766433
8000518;EABG;Altenberge;RV;7.481303;52.052258
8010003;LA;Altenburg;RV;12.444019;50.996648
8000524;MANE;Altenerding;RV;11.901744;48.293572
8000525;FATF;Altenfeld(Rhön);nur DPN;9.849726;50.450898
8000491;SALG;Altenglan;RV;7.461841;49.548643
8000526;AAT;Altengörs;nur DPN;10.355554;53.898696
8000530;FAHN;Altenhasungen;RV;9.225737;51.34354
8000351;KAK;Altenkirchen(Westerwald);nur DPN;7.638257;50.684418
8000533;MATM;Altenmarkt(Alz);RV;12.536027;47.999817
8000537;EASE;Altenseelbach;nur DPN;7.992398;50.783837
8000538;FAST;Altenstadt(Hess);RV;8.943977;50.283398
8000539;MASI;Altenstadt(Iller);RV;10.109983;48.161191
8000540;NALW;Altenstadt(Waldnaab);RV;12.16487;49.715679
8002886;FHTN;Altenstadt-Höchst;RV;8.923418;50.269767
8003698;FLIN;Altenstadt-Lindheim;RV;8.978775;50.291334
8011025;WATR;Altentreptow;RV;13.242713;53.692233
8011027;WALW;Altenwillershagen;RV;12.572818;54.259406
8011028;UACH;Altersbach;nur DPN;10.544522;50.70064
8011968;BJA;Altes Lager;nur DPN;12.989048;52.017356
8000544;RAT;Altglashütten-Falkau;RV;8.114113;47.859392
8000545;MAHB;Althegnenberg;RV;11.063003;48.236374
8000546;FAT;Altheim(Hess);RV;8.890906;49.923332
8011031;WAH;Althof;RV;11.922341;54.090442
8070591;TAG;Altingen(Württ);RV;8.908852;48.561927
8011033;DAMD;Altmittweida;RV;12.95969;50.968348
8000553;FAMO;Altmorschen;nur DPN;9.610756;51.067275
8070697;DAMG;Altmügeln;nur DPN;13.040356;51.237787
8000556;MAMT;Altomünster;RV;11.255133;48.384918
8070689;DAOR;Altoschatz-Rosenthal;nur DPN;13.098595;51.287838
8000555;MAT;Altötting;RV;12.67479;48.221242
8011034;BART;Altranft;nur DPN;14.082107;52.763368
8000559;TAT;Altshausen;RV;9.551478;47.930838
8000561;MATS;Altstädten(Allgäu);RV;10.280907;47.48855
8000562;TATN;Alttann;RV;9.793037;47.841214
8070185;AAV;Alveslohe;nur DPN;9.916375;53.791456
8077275;FAZB;Alzenau Burg;RV;9.07434;50.087928
8077274;FAZUN;Alzenau Nord;RV;9.051385;50.089443
8007275;FAZU;Alzenau(Unterfr);RV;9.065603;50.088716
8000007;FALZ;Alzey;RV;8.109749;49.7502
8000558;FAZS;Alzey Süd;RV;8.118732;49.738134
8007474;FAZW;Alzey West;RV;8.107255;49.740978
8000566;NAM;Amberg;RV;11.862902;49.447616
8070802;MAMG;Amerang;nur DPN;12.306297;47.985835
8011029;UAMM;Ammern;RV;10.458086;51.233346
8000575;NAMB;Amorbach;RV;9.223147;49.645609
8000576;MAPF;Ampfing;RV;12.410919;48.253949
8011038;LAMS;Amsdorf;RV;11.71979;51.463561
8079075;TAM M;Amstetten(W) Lokalbahn;RV;9.873959;48.577852
8000577;TAM;Amstetten(Württ);RV;9.872965;48.578328
8011039;DAMH;Amtshainersdorf;RV;14.232364;50.966322
8000331;KAND;Andernach;FV;7.404839;50.434542
8010004;WA;Angermünde;FV;13.996361;53.015221
8000579;KANM;Angermund;RV;6.781857;51.330748
8011042;LANG;Angern-Rogätz;RV;11.759535;52.338464
8000580;FANG;Angersbach;nur DPN;9.44726;50.63077
8011043;LAG;Angersdorf;RV;11.903139;51.460407
8011044;WAK;Anklam;FV;13.701827;53.856102
8011045;DABM;Annaberg-Buchholz Mitte;RV;12.999078;50.566791
8010005;DAB;Annaberg-Buchholz Süd;RV;12.997404;50.555886
8011047;DABU;Annaberg-Buchholz unterer Bf;RV;12.998209;50.579379
8011048;LAB;Annaburg;RV;13.032757;51.72868
8000582;RAN;Annweiler am Trifels;RV;7.966149;49.205386
8005257;RANS;Annweiler-Sarnstall;RV;7.937192;49.208725
8000584;KANR;Anrath;RV;6.45023;51.285536
8000009;NAN;Ansbach;FV;10.578239;49.298032
8011049;DATL;Antonsthal;RV;12.755449;50.500096
8000588;NAWN;Anwanden;RV;10.930396;49.411692
8000589;FAZ;Anzefahr;RV;8.85959;50.845731
8000590;MAK;Anzenkirchen;RV;13.021996;48.434739
8007831;AAPS;Apensen;nur DPN;9.612345;53.441667
8079092;TAPF;Äpfingen;nur DPN;9.853409;48.152625
8011051;UAP;Apolda;FV;11.526136;51.03094
8000596;RAP;Appenweier;RV;7.97319;48.541461
8000597;EARE;Ardey;RV;7.727176;51.481163
8011053;LAF;Arensdorf(Köthen);RV;12.007416;51.709511
8011054;UAR;Arenshausen;RV;9.968639;51.375166
8000599;FAF;Arfurt(Lahn);nur DPN;8.211079;50.406403
8000602;FARM;Armsheim;RV;8.074113;49.808372
8000603;MANB;Arnbach;RV;11.344044;48.34132
8000605;EARB;Arnsberg(Westf);RV;8.067965;51.405662
8000606;NARG;Arnschwang;RV;12.8116;49.274608
8010006;DAF;Arnsdorf(Dresden);nur DPN;13.982212;51.092807
8010007;UA;Arnstadt Hbf;RV;10.948262;50.841939
8011055;UASD;Arnstadt Süd;RV;10.954958;50.831084
8007343;NARR;Arrach;nur DPN;13.002804;49.195364
8000611;KARS;Arsbeck;RV;6.206563;51.152006
8012440;UAT;Artern;RV;11.310757;51.36324
8000613;NAZ;Arzberg(Oberfr);nur DPN;12.197692;50.054633
8000010;NAH;Aschaffenburg Hbf;FV;9.143697;49.980557
8000618;NAHF;Aschaffenburg Hochschule;RV;9.160416;49.974445
8000619;NASU;Aschaffenburg Süd;RV;9.152586;49.968465
8000621;MASC;Aschau(Chiemgau);RV;12.325564;47.779106
8000011;AAG;Ascheberg(Holst);RV;10.339481;54.148462
8000623;EASB;Ascheberg(Westf);nur DPN;7.600749;51.782991
8000624;HASD;Aschendorf;nur DPN;7.337153;53.052179
8010009;LAL;Aschersleben;RV;11.465689;51.757122
8000627;AASN;Ashausen;nur DPN;10.145564;53.368693
8000630;TAX;Asperg;RV;9.147797;48.907359
8000625;RASH;Asselheim;RV;8.161602;49.57622
8000632;FAS;Assenheim(Oberhess);RV;8.812462;50.304939
8000633;FAL;Aßlar;RV;8.462756;50.588657
8000634;MAG;Aßling(Oberbay);nur DPN;11.993518;47.989491
8000635;FAH;Assmannshausen;FV;7.867355;49.985324
8000638;EAT;Attendorn;nur DPN;7.908493;51.124644
8087039;EHOH;Attendorn-Hohen Hagen;nur DPN;7.855281;51.090165
8000643;RWSA;Au im Murgtal;RV;8.362349;48.718867
8000012;KAU;Au(Sieg);RV;7.656537;50.773765
8010010;DAU;Aue(Sachs);RV;12.698518;50.591682
8010027;DAUS;Aue(Sachs) Erzgebirgsstadion;RV;12.70935;50.596641
8011057;UAE;Auehütte;nur DPN;10.416666;50.719672
8000649;RACH;Auerbach(b Mosbach, Baden);RV;9.223276;49.399563
8010011;DAUO;Auerbach(V) ob Bf;nur DPN;12.382054;50.519136
8010012;DAUU;Auerbach(V) unt Bf;nur DPN;12.391421;50.511722
8011059;DAUH;Auerbach(Vogtl) Hp;nur DPN;12.379204;50.506955
8011060;UAS;Auerstedt;RV;11.590437;51.10203
8000647;EAWN;Aue-Wingeshausen;nur DPN;8.290085;51.051785
8000653;MAFE;Aufhausen(b Erding);RV;11.894375;48.274365
8000655;TAUF;Aufhausen(Württ);RV;10.317193;48.85613
8000657;RAUG;Auggen;RV;7.586788;47.789949
8000658;MAHA;Augsburg Haunstetterstraße;RV;10.900985;48.355285
8000013;MA;Augsburg Hbf;FV;10.88557;48.365441
8000659;MAGM;Augsburg Messe;RV;10.886086;48.338684
8000660;MAMS;Augsburg Morellstr.;RV;10.892948;48.355089
8000661;MAHZ;Augsburg-Hochzoll;RV;10.943376;48.352977
8000662;MAOB;Augsburg-Oberhausen;RV;10.872533;48.380772
8000664;HAUG;Augustfehn;FV;7.759659;53.22089
8003078;AAU;Aukrug;nur DPN;9.78581;54.082398
8000014;TAU;Aulendorf;FV;9.644046;47.953052
8000668;FAUM;Aumenau;nur DPN;8.249249;50.400422
8000669;AAMS;Aumühle;RV;10.314672;53.529853
8000671;FAM;Auringen-Medenbach;nur DPN;8.332093;50.113608
8000672;NAUR;Außenried;nur DPN;13.181763;49.015763
8000674;SAUW;Auw an der Kyll;RV;6.614525;49.903596
8000675;MAY;Aying;RV;11.769578;47.968762
8011063;WBA;Baabe;nur DPN;13.704806;54.362315
8010013;LBB;Baalberge;RV;11.784682;51.763048
8000678;MBAE;Baar-Ebenhausen;RV;11.460929;48.674463
8003559;FLAS;Babenhausen Langstadt;nur DPN;8.945733;49.922274
8000015;FBA;Babenhausen(Hess);RV;8.957182;49.957963
8000681;RBST;Babstadt;RV;9.060708;49.240196
8000683;FBCH;Bacharach;RV;7.769523;50.056101
8000685;MBCN;Bachern;RV;11.378716;48.280159
8011065;UB;Bachfeld;nur DPN;10.982451;50.405772
8000686;RBH;Bachheim;RV;8.399399;47.862072
8000016;TB;Backnang;RV;9.425989;48.942676
8000689;NBAB;Bad Abbach;nur DPN;11.994322;48.922732
8000690;MBAI;Bad Aibling;nur DPN;12.004157;47.862028
8000696;MBAK;Bad Aibling Kurpark;nur DPN;12.013823;47.857617
8000609;FAR;Bad Arolsen;RV;8.997792;51.3816
8000864;RBEL;Bad Bellingen;RV;7.557601;47.730804
8010031;BBIG;Bad Belzig;RV;12.594981;52.135969
8000879;HBTH;Bad Bentheim;FV;7.158539;52.30985
8000691;RBZB;Bad Bergzabern;RV;8.002787;49.103209
8011066;UBB;Bad Berka;nur DPN;11.28155;50.896138
8011067;UBBZ;Bad Berka Zeughausplatz;nur DPN;11.280095;50.900441
8000907;EBLB;Bad Berleburg;nur DPN;8.394109;51.051197
8000935;ABVS;Bad Bevensen;FV;10.574141;53.078247
8000988;MBIB;Bad Birnbach;RV;13.074034;48.432853
8010014;UBL;Bad Blankenburg(Thüringerw);nur DPN;11.275498;50.682648
8001049;KBOD;Bad Bodendorf;RV;7.217217;50.556266
8001052;HBOD;Bad Bodenteich;nur DPN;10.673371;52.834275
8011068;DBM;Bad Brambach;nur DPN;12.311414;50.217587
8007058;ABSD;Bad Bramstedt;nur DPN;9.890162;53.920593
8007057;ABSK;Bad Bramstedt Kurhaus;nur DPN;9.890463;53.904013
8000694;KBRE;Bad Breisig;RV;7.304564;50.504218
8001322;FCA;Bad Camberg;RV;8.255036;50.296433
8010016;WDO;Bad Doberan;RV;11.905335;54.100004
8011069;WDOG;Bad Doberan Goethestraße;nur DPN;11.899894;54.108463
8081085;WDOS;Bad Doberan Stadtmitte;nur DPN;11.9021;54.10465
8000697;HBDG;Bad Driburg(Westf);nur DPN;9.03081;51.730323
8000698;RBDH;Bad Dürkheim;RV;8.170701;49.460633
8000708;RBDT;Bad Dürkheim-Trift;RV;8.193072;49.466416
8011071;LDBG;Bad Dürrenberg;nur DPN;12.071673;51.305285
8011072;DBEL;Bad Elster;nur DPN;12.256286;50.296672
8000700;MBEP;Bad Empfing;RV;12.632888;47.884007
8000701;FEMS;Bad Ems;RV;7.728637;50.327652
8000702;FEMW;Bad Ems West;RV;7.706039;50.330694
8001787;MBEF;Bad Endorf;FV;12.301558;47.905066
8001958;HFAL;Bad Fallingbostel;nur DPN;9.700233;52.862925
8010017;WFW;Bad Freienwalde;nur DPN;14.035751;52.789933
8000017;TBF;Bad Friedrichshall Hbf;RV;9.199771;49.231571
8000704;TBK;Bad Friedrichshall-Kochendorf;RV;9.211549;49.217753
8000352;HBGM;Bad Gandersheim;RV;10.020236;51.86737
8000707;RBGR;Bad Griesbach(Schwarzwald);nur DPN;8.230569;48.448618
8002378;MGNB;Bad Grönenbach;RV;10.253715;47.882468
8000019;HBHA;Bad Harzburg;RV;10.555444;51.888116
8007011;RHLB;Bad Herrenalb;RV;8.438957;48.802428
8000020;FBHF;Bad Hersfeld;FV;9.716182;50.869632
8000710;MBHT;Bad Höhenstadt;RV;13.323195;48.494606
8000712;FHO;Bad Homburg;RV;8.620624;50.219904
8070770;;Bad Honnef Am Spitzenbach;nur DPN;7.215083;50.64854
8070073;KHF;Bad Honnef Stadtbahn;nur DPN;7.217231;50.64375
8000713;KHBD;Bad Honnef(Rhein);RV;7.219533;50.639772
8000711;KHGB;Bad Hönningen;RV;7.310871;50.513676
8070309;TIMN;Bad Imnau;nur DPN;8.770092;48.404155
8003182;HKRF;Bad Karlshafen;nur DPN;9.44571;51.64627
8000714;NBKI;Bad Kissingen;RV;10.079885;50.191547
8010018;WK;Bad Kleinen;FV;11.466925;53.766974
8000716;MBKG;Bad Kohlgrub;RV;11.058204;47.668006
8000717;MBKK;Bad Kohlgrub Kurhaus;RV;11.039181;47.670213
8000715;FKI;Bad König;nur DPN;9.001539;49.738577
8006643;FZK;Bad König Zell;nur DPN;8.994116;49.720326
8010019;UKO;Bad Kösen;RV;11.718274;51.130742
8011074;UBKZ;Bad Köstritz;nur DPN;12.028452;50.93159
8003393;NKZ;Bad Kötzting;nur DPN;12.851892;49.17292
8000021;SBKN;Bad Kreuznach;RV;7.866435;49.842399
8000718;RBKR;Bad Krozingen;FV;7.697632;47.919721
8007330;RBKO;Bad Krozingen Ost;nur DPN;7.70979;47.91714
8003486;ELSP;Bad Laasphe;RV;8.42072;50.929312
8003493;ENL;Bad Laasphe-Niederlaasphe;RV;8.442001;50.924324
8010020;ULS;Bad Langensalza;RV;10.640671;51.101701
8011077;LBLS;Bad Lausick;nur DPN;12.648695;51.143803
8005324;HBLB;Bad Lauterberg im Harz Barbis;RV;10.414607;51.619024
8011078;BBLW;Bad Liebenwerda;RV;13.40293;51.518401
8000721;TBLI;Bad Liebenzell;RV;8.734039;48.772578
8013452;ULB;Bad Lobenstein;nur DPN;11.642171;50.452122
8003829;AMAG;Bad Malente-Gremsmühlen;RV;10.55151;54.167014
8000724;TBMR;Bad Mergentheim;RV;9.771662;49.493647
8000725;HMDD;Bad Münder(Deister);RV;9.468062;52.178192
8000726;SBMS;Bad Münster a Stein;RV;7.846989;49.813426
8000727;KMUE;Bad Münstereifel;RV;6.764369;50.558914
8000601;KARL;Bad Münstereifel-Arloff;RV;6.786608;50.597676
8003104;KIV;Bad Münstereifel-Iversheim;RV;6.769162;50.583034
8000728;FBNA;Bad Nauheim;RV;8.749334;50.367904
8000022;HNDF;Bad Nenndorf;RV;9.378603;52.343735
8000729;KNEB;Bad Neuenahr;RV;7.144304;50.547765
8000730;NBNE;Bad Neustadt(Saale);RV;10.226134;50.328127
8000731;TBN;Bad Niedernau;RV;8.896533;48.460766
8000732;HOY;Bad Oeynhausen;FV;8.796523;52.205398
8000733;HBOE;Bad Oeynhausen Süd;nur DPN;8.801723;52.197127
8000023;AO;Bad Oldesloe;RV;10.382832;53.805283
8000734;RBPL;Bad Peterstal;nur DPN;8.201948;48.428895
8000735;HPRT;Bad Pyrmont;RV;9.272719;51.974233
8000736;RBRA;Bad Rappenau;RV;9.101529;49.237765
8000777;RBPK;Bad Rappenau Kurpark;RV;9.113526;49.240371
8000737;MBRL;Bad Reichenhall;FV;12.881825;47.731168
8000738;MBRK;Bad Reichenhall-Kirchberg;FV;12.874001;47.718538
8005112;NRC;Bad Rodach;nur DPN;10.778387;50.336986
8005183;RRO;Bad Rotenfels Bf;RV;8.3031;48.815822
8005186;RROG;Bad Rotenfels Schloss;RV;8.297131;48.819949
8005187;RROW;Bad Rotenfels Weinbrennerstraße;RV;8.312054;48.811515
8011079;BBSP;Bad Saarow;nur DPN;14.064929;52.293253
8010028;BBSK;Bad Saarow Klinikum;nur DPN;14.065964;52.284632
8000739;HSCH;Bad Sachsa;RV;10.573211;51.581944
8005255;RSAE;Bad Säckingen;RV;7.94863;47.555857
8000740;HBSA;Bad Salzdetfurth;nur DPN;10.005595;52.062635
8000759;HBSK;Bad Salzdetfurth Solebad;nur DPN;10.018916;52.06994
8000741;FBSH;Bad Salzhausen;RV;8.980381;50.418878
8000743;FSF;Bad Salzschlirf;nur DPN;9.494484;50.626935
8000744;EBSU;Bad Salzuflen;nur DPN;8.740428;52.081628
8010021;USZ;Bad Salzungen;RV;10.23106;50.815185
8000745;EBSA;Bad Sassendorf;RV;8.162439;51.587168
8005301;TSL;Bad Saulgau;RV;9.501083;48.013593
8010022;DSA;Bad Schandau;FV;14.139322;50.918835
8012873;DSUB;Bad Schlema;RV;12.680229;50.618902
8003533;RBS;Bad Schönborn Süd;RV;8.641924;49.200001
8004032;RBSK;Bad Schönborn-Kronau;RV;8.646821;49.219345
8000746;TBSC;Bad Schussenried;RV;9.668497;47.994033
8000749;ASCH;Bad Schwartau;RV;10.702722;53.916276
8000750;TBSB;Bad Sebastiansweiler-Belsen;nur DPN;9.030023;48.395566
8000751;ASB;Bad Segeberg;nur DPN;10.308163;53.933805
8005583;SSOB;Bad Sobernheim;nur DPN;7.649816;49.78285
8000752;FBSO;Bad Soden(Taunus);RV;8.504128;50.143406
8005261;FBSS;Bad Soden-Salmünster;RV;9.372053;50.280742
8000753;FBSD;Bad Sooden-Allendorf;nur DPN;9.968696;51.267974
8000754;APSD;Bad St Peter Süd;RV;8.648041;54.30501
8000755;APO;Bad St Peter-Ording;RV;8.614736;54.317293
8005670;NSFN;Bad Staffelstein;RV;10.994239;50.108258
8000756;NBST;Bad Steben;nur DPN;11.64677;50.365095
8011084;LSUR;Bad Suderode;nur DPN;11.125782;51.733673
8011085;UBS;Bad Sulza;nur DPN;11.634595;51.094767
8011086;UBSN;Bad Sulza Nord;RV;11.6283;51.097428
8000757;TBT;Bad Teinach-Neubulach;RV;8.727148;48.67847
8000758;MBT;Bad Tölz;nur DPN;11.57394;47.760578
8070314;KTST;Bad Tönisstein;nur DPN;7.298859;50.459318
8006029;TUC;Bad Urach;RV;9.396483;48.491244
8006027;TUCK;Bad Urach Ermstalklinik;RV;9.386901;48.494155
8070680;TUCW;Bad Urach Wasserfall;RV;9.376401;48.499263
8000760;FVL;Bad Vilbel;RV;8.73946;50.188677
8000761;FVLS;Bad Vilbel Süd;RV;8.733477;50.178696
8002382;FGRN;Bad Vilbel-Gronau;RV;8.783203;50.191529
8000763;TBWA;Bad Waldsee;RV;9.752274;47.925244
8006431;TWB;Bad Wildbad Bf;RV;8.551089;48.755718
8070283;TWBK;Bad Wildbad Kurpark;RV;8.550459;48.748755
8070281;TWBN;Bad Wildbad Nord;RV;8.555095;48.763936
8070282;TWBU;Bad Wildbad Uhlandplatz;RV;8.549366;48.750837
8000764;FBWD;Bad Wildungen;RV;9.136091;51.119619
8011088;WWIL;Bad Wilsnack;nur DPN;11.949344;52.960229
8000765;RBWF;Bad Wimpfen;RV;9.167297;49.229744
8000706;TBWT;Bad Wimpfen Im Tal;RV;9.187046;49.229848
8000766;RBWH;Bad Wimpfen-Hohenstadt;RV;9.138753;49.242537
8000767;NBWI;Bad Windsheim;RV;10.412942;49.5066
8000768;MBWH;Bad Wörishofen;RV;10.597875;48.005711
8000769;TBW;Bad Wurzach;RV;9.889739;47.910258
8000770;HZWI;Bad Zwischenahn;FV;8.003123;53.182547
8000772;HBAD;Baddeckenstedt;nur DPN;10.228767;52.08916
8000773;HBDV;Baden(Verden);RV;9.081261;53.007872
8000774;RBB;Baden-Baden;FV;8.190831;48.790327
8000771;RHEB;Baden-Baden Haueneberstein;RV;8.209021;48.811907
8000775;RBBL;Baden-Baden Rebland;RV;8.146572;48.733844
8011097;BBG;Bagenz;nur DPN;14.426908;51.654888
8007293;RBAL;Bahlingen am Kaiserstuhl;nur DPN;7.741516;48.124494
8007310;RBAR;Bahlingen Riedlen;nur DPN;7.747776;48.118019
8007144;RBBR;Bahnbrücken;RV;8.764854;49.119447
8011098;BBO;Bahnsdorf;RV;14.112288;51.581745
8000781;MBAB;Baierbrunn;RV;11.480027;48.018741
8000782;RBSN;Baiersbronn Bf;RV;8.371868;48.504104
8000789;RBSS;Baiersbronn Schule;RV;8.375858;48.51061
8000783;NBD;Baiersdorf;RV;11.036976;49.656147
8011100;BBAI;Baitz;RV;12.685111;52.164149
8000784;NBAF;Balbersdorf;nur DPN;12.683064;49.29044
8000785;MBDH;Baldham;RV;11.78678;48.099256
8000786;FBAD;Balduinstein;RV;7.968;50.34682
8000787;TBLH;Balgheim;nur DPN;8.759892;48.065886
8011103;UBGS;Balgstädt;RV;11.738454;51.208295
8000788;TBGS;Balingen Süd;nur DPN;8.846484;48.269014
8000353;TBG;Balingen(Württ);RV;8.850307;48.278469
8011106;UBAS;Ballstädt(Gotha);RV;10.707666;51.04075
8000792;SBAL;Baltersweiler;RV;7.166538;49.493785
8000793;EBAV;Balve;RV;7.863071;51.332594
8000025;NBA;Bamberg;FV;10.899489;49.900759
8000794;RBAM;Bammental;RV;8.783685;49.359588
8011108;WBAM;Bannemin-Mölschow;RV;13.836574;54.071397
8011109;WBN;Bansin Seebad;RV;14.129385;53.964389
8000796;HBAN;Banteln;nur DPN;9.75033;52.066264
8000797;HBTF;Bantorf;RV;9.417771;52.332253
8079098;TBA;Barabein;nur DPN;9.826902;48.144734
8000802;RBRT;Barbelroth;RV;8.070307;49.104118
8000801;ABAD;Bardowick;nur DPN;10.371994;53.290469
8011091;DBJ;Bärenhecke-Johnsbach;nur DPN;13.772021;50.827163
8011093;BBKL;Bärenklau;RV;13.143526;52.704043
8011094;DBS;Bärenstein(Annaberg);RV;13.746003;51.072597
8011095;DBAG;Bärenstein(b Glashütte, Sachs);nur DPN;13.794728;50.809728
8007840;ABAT;Bargstedt;nur DPN;9.446276;53.457544
8000804;ABAE;Bargteheide;RV;10.269104;53.7282
8011111;LBAR;Barleben;RV;11.620875;52.208945
8011112;LBAS;Barleber See;RV;11.640852;52.214328
8007070;ABMS;Barmstedt;nur DPN;9.772007;53.792978
